balanced_accuracy,accuracy,average_precision,precision,recall,f1,f1_weighted,f1_micro,f1_macro,roc_auc,jaccard
0.724354186657177,0.9630142040213983,0.2606838462139484,0.5320539754363284,0.46612573099415205,0.47195652173913044,0.962261859469919,0.9630142040213983,0.7263866811155384,0.724354186657177,0.3120772946859903
0.8704063499335879,0.8824852951598045,0.7454920694158551,0.8263909444999339,0.8314459807502178,0.8285473804639818,0.8826230521676657,0.8824852951598045,0.8695009389514166,0.8704063499335879,0.7084481694572548
0.8662266024213491,0.8752001984267592,0.7551991950006807,0.8329972258741918,0.8298723917542364,0.830698519162494,0.8751951909693002,0.8752001984267592,0.865842310372716,0.8662266024213491,0.7121821424667786
